,Point,Lat,Long,Temp_score,Pluv_score
339,2916,42.99,1.2108,0.0,0.9587333333333333
340,2917,42.9909,1.3086,0.0,0.9539722222222223
341,2918,42.9918,1.4065,0.0,0.9528777777777778
342,2919,42.9927,1.5044,0.0,0.9382777777777778
343,2920,42.9934,1.6023,0.0,0.9756666666666667
344,2921,42.994,1.7002,0.0,0.9428777777777778
345,2922,42.9945,1.7981,0.0,1.0
346,2923,42.995,1.896,0.0,1.0
347,2924,42.9953,1.9939,0.0,1.0
348,2925,42.9956,2.0918,0.0,1.0
349,2926,42.9958,2.1897,0.0,1.0
350,2927,42.9959,2.2876,0.0,1.0
351,2928,42.9959,2.3855,0.0,0.9746777777777778
352,2929,42.9958,2.4834,0.0,0.9629222222222222
353,2930,42.9956,2.5813,2.8327015562985255e-06,1.0
354,2931,42.9953,2.6792,1.0991130499406722e-05,1.0
355,2932,42.995,2.7771,0.001909288466307232,1.0
356,2933,42.9945,2.875,0.002648860635251794,1.0
357,2934,42.994,2.9729,0.016510088078992773,1.0
358,2999,42.7676,9.3183,0.09061712873846688,1.0
359,3000,42.7612,9.4155,0.0006442815831834567,0.9525833333333333
360,3033,43.0047,-1.3367,0.0,0.3963444444444446
361,3036,43.0144,-1.0433,0.0,0.3302222222222222
362,3037,43.0175,-0.9454,0.0,0.46177222222222225
363,3038,43.0204,-0.8475,0.0,0.44911111111111124
364,3039,43.0233,-0.7497,0.0,0.3920944444444445
365,3040,43.0261,-0.6518,0.0,0.5650166666666665
366,3041,43.0288,-0.5539,0.0,0.49045000000000005
367,3042,43.0313,-0.456,0.0,0.5002833333333334
368,3043,43.0339,-0.3581,0.0,0.4461277777777777
369,3044,43.0363,-0.2602,0.0,0.5912999999999999
370,3045,43.0386,-0.1623,0.0,0.8676277777777778
371,3046,43.0408,-0.0643,0.0,0.7619
372,3047,43.043,0.0336,0.0,0.7257777777777779
373,3048,43.0451,0.1316,0.0,0.7416222222222223
374,3049,43.047,0.2295,0.0,0.7627444444444444
375,3050,43.0489,0.3275,0.0,0.7969611111111112
376,3051,43.0507,0.4254,0.0,0.9038722222222223
377,3052,43.0524,0.5234,0.0,0.9286944444444445
378,3053,43.054,0.6214,0.0,1.0
379,3054,43.0555,0.7194,0.0,1.0
380,3055,43.057,0.8174,0.0,1.0
381,3056,43.0583,0.9153,0.0,1.0
382,3057,43.0596,1.0133,0.0,0.9880777777777777
383,3058,43.0607,1.1113,0.0,0.976338888888889
384,3059,43.0618,1.2093,0.0,0.9651388888888889
385,3060,43.0628,1.3074,0.0,0.9785833333333334
386,3061,43.0637,1.4054,0.0,0.9889555555555557
387,3062,43.0645,1.5034,0.0,1.0
388,3063,43.0652,1.6014,0.0,1.0
389,3064,43.0659,1.6994,0.0,1.0
390,3065,43.0664,1.7974,0.0,1.0
391,3066,43.0668,1.8955,0.0,1.0
392,3067,43.0672,1.9935,0.0,1.0
393,3068,43.0675,2.0915,1.2231269886317922e-06,1.0
394,3069,43.0677,2.1895,0.00014561264484099783,1.0
395,3070,43.0677,2.2876,4.651393392180266e-05,1.0
396,3071,43.0677,2.3856,0.0,1.0
397,3072,43.0677,2.4836,2.9884764065677006e-06,1.0
398,3073,43.0675,2.5816,0.0004122598750569812,1.0
399,3074,43.0672,2.6797,0.0007904179183380489,1.0
400,3075,43.0669,2.7777,0.0023940356362054465,0.0
401,3076,43.0664,2.8757,0.007399143005515058,1.0
402,3077,43.0659,2.9737,0.022135892109713076,0.0
403,3078,43.0652,3.0718,0.024475208725880524,1.0
404,3142,42.8392,9.327,0.04512805683855586,0.0
405,3143,42.8327,9.4242,0.0017936137181623938,1.0
406,3175,43.0731,-1.4392,0.0,0.5255888888888891
407,3176,43.0765,-1.3413,0.0,0.4818722222222225
408,3177,43.0799,-1.2434,0.0,0.4798555555555555
409,3178,43.0831,-1.1454,0.0,0.5364500000000001
410,3179,43.0862,-1.0475,0.0,0.41946666666666665
411,3180,43.0893,-0.9495,0.0,0.5282722222222223
412,3181,43.0922,-0.8515,0.0,0.6370555555555555
413,3182,43.0951,-0.7535,0.0,0.6145111111111111
414,3183,43.0979,-0.6555,0.0,0.7454388888888889
415,3184,43.1006,-0.5575,0.0,0.6177166666666668
416,3185,43.1032,-0.4595,0.0,0.7164444444444444
417,3186,43.1057,-0.3615,0.0,0.7385111111111112
418,3187,43.1081,-0.2634,0.0,0.7697722222222223
419,3188,43.1104,-0.1654,0.0,0.7568833333333335
420,3189,43.1127,-0.0673,0.0,0.8404166666666667
421,3190,43.1148,0.0307,0.0,0.8444
422,3191,43.1169,0.1288,0.0,0.8382444444444443
423,3192,43.1189,0.2269,0.0,0.8561333333333334
424,3193,43.1208,0.325,0.0,0.9780833333333333
425,3194,43.1226,0.4231,0.0,0.97195
426,3195,43.1243,0.5211,0.0,0.9799388888888889
427,3196,43.1259,0.6192,0.0,0.9915555555555556
428,3197,43.1274,0.7173,0.0,1.0
429,3198,43.1288,0.8155,0.0,1.0
430,3199,43.1302,0.9136,0.0,1.0
431,3200,43.1314,1.0117,0.0,1.0
432,3201,43.1326,1.1098,0.0,0.9936777777777778
433,3202,43.1337,1.2079,0.0,1.0
434,3203,43.1347,1.3061,0.0,1.0
435,3204,43.1356,1.4042,0.0,1.0
436,3205,43.1364,1.5023,0.0,1.0
437,3206,43.1371,1.6005,0.0,1.0
438,3207,43.1377,1.6986,0.0,1.0
439,3208,43.1383,1.7968,7.284026046307378e-07,1.0
440,3209,43.1387,1.8949,0.0,1.0
441,3210,43.1391,1.9931,1.5123568482033026e-06,1.0
442,3211,43.1393,2.0912,6.101706373771641e-05,0.0
443,3212,43.1395,2.1894,3.2812205561021144e-05,1.0
444,3213,43.1396,2.2875,0.0002588173721994319,1.0
445,3214,43.1396,2.3857,1.8220021286858264e-05,1.0
446,3215,43.1395,2.4838,6.312557784850922e-06,1.0
447,3216,43.1394,2.5819,0.0002769716527853186,1.0
448,3217,43.1391,2.6801,0.0025188851094500434,1.0
449,3218,43.1387,2.7782,0.003751082034235508,1.0
450,3219,43.1383,2.8764,0.010763545459520758,1.0
451,3220,43.1377,2.9745,0.015914135564280944,1.0
452,3221,43.1371,3.0727,0.018261985628782906,0.0
453,3249,43.0831,5.8186,0.06879253579607428,1.0
454,3251,43.0766,6.0145,0.056804679588251764,1.0
455,3252,43.0732,6.1124,0.055949131298070734,1.0
456,3285,42.9107,9.3357,0.04775650751476595,1.0
457,3286,42.9043,9.433,0.03431969567369572,1.0
458,3319,43.1483,-1.3459,0.0,0.5784722222222223
459,3320,43.1517,-1.2479,0.0,0.6656666666666667
460,3321,43.1549,-1.1498,0.0,0.6403333333333333
461,3322,43.158,-1.0517,0.0,0.540472222222222
462,3323,43.1611,-0.9536,1.1808774128319496e-06,0.0
463,3324,43.164,-0.8555,4.6089508733225995e-06,0.7408888888888888
464,3325,43.1669,-0.7574,6.1002265268138965e-06,0.6638444444444443
465,3326,43.1697,-0.6593,0.0,0.8230444444444445
466,3327,43.1724,-0.5611,0.0,0.8221777777777779
467,3328,43.175,-0.463,0.0,0.8115111111111111
468,3329,43.1775,-0.3648,0.0,0.8104722222222221
469,3330,43.1799,-0.2667,0.0,0.8268111111111112
470,3331,43.1823,-0.1685,0.0,0.8074
471,3332,43.1845,-0.0703,0.0,0.9624277777777779
472,3333,43.1867,0.0279,0.0,0.8769333333333333
473,3334,43.1888,0.126,0.0,0.8693444444444445
474,3335,43.1907,0.2242,0.0,1.0
475,3336,43.1926,0.3224,0.0,0.9957166666666666
476,3337,43.1944,0.4207,0.0,0.9951777777777778
477,3338,43.1961,0.5189,0.0,0.9878611111111112
478,3339,43.1977,0.6171,0.0,1.0
479,3340,43.1993,0.7153,0.0,1.0
480,3341,43.2007,0.8136,0.0,1.0
481,3342,43.2021,0.9118,0.0,1.0
