,Point,Latitude,Longitude,nom,code_pra
16860,13544,48.2613,6.0544,Plateau Lorrain Sud,88306
16872,13545,48.2579,6.162,Plateau Lorrain Sud,88306
16884,13546,48.2543,6.2696,Plateau Lorrain Sud,88306
16896,13547,48.2507,6.3771,Plateau Lorrain Sud,88306
16908,13548,48.2469,6.4847,Plateau Lorrain Sud,88306
16920,13549,48.2431,6.5922,Plateau Lorrain Sud,88306
16932,13550,48.2391,6.6998,Plateau Lorrain Sud,88306
16944,13687,48.3331,6.0595,Plateau Lorrain Sud,88306
16956,13688,48.3297,6.1672,Plateau Lorrain Sud,88306
16968,13689,48.3261,6.275,Plateau Lorrain Sud,88306
16980,13690,48.3225,6.3827,Plateau Lorrain Sud,88306
16992,13691,48.3187,6.4904,Plateau Lorrain Sud,88306
17004,13692,48.3149,6.5981,Plateau Lorrain Sud,88306
17016,13693,48.3109,6.7057,Plateau Lorrain Sud,88306
17028,13831,48.4015,6.1725,Plateau Lorrain Sud,88306
17040,13832,48.398,6.2804,Plateau Lorrain Sud,88306
17052,13834,48.3906,6.4961,Plateau Lorrain Sud,88306
17064,13835,48.3867,6.6039,Plateau Lorrain Sud,88306
17076,13836,48.3828,6.7117,Plateau Lorrain Sud,88306
17088,13978,48.4585,6.6098,Plateau Lorrain Sud,88306
17964,11500,47.31,1.543,Sologne,41343
17976,11501,47.3107,1.6488,Sologne,41343
17988,11502,47.3113,1.7546,Sologne,41343
18000,11503,47.3117,1.8604,Sologne,41343
18012,11504,47.3121,1.9662,Sologne,41343
18024,11505,47.3124,2.072,Sologne,41343
18036,11644,47.3826,1.6478,Sologne,41343
18048,11645,47.3832,1.7538,Sologne,41343
18060,11646,47.3837,1.8597,Sologne,41343
18072,11647,47.3841,1.9657,Sologne,41343
18084,11648,47.3844,2.0716,Sologne,41343
18096,11786,47.4539,1.5408,Sologne,41343
18108,11787,47.4546,1.6469,Sologne,41343
18120,11788,47.4552,1.753,Sologne,41343
18132,11789,47.4557,1.8591,Sologne,41343
18144,11790,47.456,1.9652,Sologne,41343
18156,11791,47.4563,2.0713,Sologne,41343
18168,11792,47.4565,2.1774,Sologne,41343
18180,11929,47.5259,1.5397,Sologne,41343
18192,11930,47.5265,1.646,Sologne,41343
18204,11931,47.5271,1.7522,Sologne,41343
18216,11932,47.5276,1.8584,Sologne,41343
18228,11933,47.528,1.9647,Sologne,41343
18240,11934,47.5283,2.0709,Sologne,41343
18252,11935,47.5285,2.1772,Sologne,41343
18264,12072,47.5978,1.5387,Sologne,41343
18276,12073,47.5985,1.645,Sologne,41343
18288,12074,47.5991,1.7514,Sologne,41343
18300,12075,47.5996,1.8578,Sologne,41343
18312,12076,47.6,1.9642,Sologne,41343
18324,12077,47.6003,2.0706,Sologne,41343
18336,12216,47.6704,1.6441,Sologne,41343
18348,12218,47.6715,1.8571,Sologne,41343
18360,12220,47.6722,2.0702,Sologne,41343
18372,12221,47.6724,2.1767,Sologne,41343
18384,12359,47.7424,1.6432,Sologne,41343
19260,12927,48.0268,1.2104,Faux Perche,28076
19272,13069,48.0977,1.1015,Faux Perche,28076
19284,13070,48.0988,1.2089,Faux Perche,28076
19296,13212,48.1696,1.0998,Faux Perche,28076
19308,13213,48.1707,1.2073,Faux Perche,28076
19320,13355,48.2415,1.0981,Faux Perche,28076
19332,13356,48.2426,1.2058,Faux Perche,28076
19344,13498,48.3134,1.0964,Faux Perche,28076
19356,13641,48.3854,1.0947,Faux Perche,28076
19368,13642,48.3865,1.2027,Faux Perche,28076
19380,13784,48.4573,1.093,Faux Perche,28076
19656,16645,49.8958,1.169,Petit Caux,76047
19668,16646,49.8968,1.2801,Petit Caux,76047
19680,16647,49.8977,1.3913,Petit Caux,76047
19692,16789,49.9686,1.2786,Petit Caux,76047
19704,16790,49.9695,1.39,Petit Caux,76047
19716,16791,49.9703,1.5013,Petit Caux,76047
19728,16933,50.0413,1.3886,Petit Caux,76047
19908,8814,45.9192,4.7604,Zone de Grande Culture Entre Saone,69197
19920,9243,46.135,4.7699,Zone de Grande Culture Entre Saone,69197
19980,13948,48.5313,3.3652,Brie Champennoise,77335
19992,14090,48.6041,3.2582,Brie Champennoise,77335
20004,14091,48.6032,3.3666,Brie Champennoise,77335
20016,14092,48.6022,3.4751,Brie Champennoise,77335
20028,14234,48.6751,3.3681,Brie Champennoise,77335
20160,6069,44.577,1.8836,Bas-Pays de Brive,46408
20172,6070,44.5774,1.9842,Bas-Pays de Brive,46408
20184,6212,44.6489,1.883,Bas-Pays de Brive,46408
20196,6213,44.6493,1.9838,Bas-Pays de Brive,46408
20208,6355,44.7209,1.8824,Bas-Pays de Brive,46408
20220,6497,44.7924,1.7808,Bas-Pays de Brive,46408
20232,6498,44.7928,1.8818,Bas-Pays de Brive,46408
20244,6640,44.8643,1.7801,Bas-Pays de Brive,46408
20256,6782,44.9357,1.678,Bas-Pays de Brive,46408
20268,6924,45.007,1.5758,Bas-Pays de Brive,46408
20520,3206,43.1371,1.6005,Vallees et Terrasses de la Garonne,09390
20532,3348,43.2083,1.5013,Vallees et Terrasses de la Garonne,09390
20544,3349,43.209,1.5996,Vallees et Terrasses de la Garonne,09390
20556,3350,43.2096,1.6978,Vallees et Terrasses de la Garonne,09390
20568,3491,43.2801,1.5003,Vallees et Terrasses de la Garonne,09390
20700,5227,44.1403,3.4853,Grands-Causses,48411
20712,5368,44.2141,3.2867,Grands-Causses,48411
20724,5369,44.2132,3.3867,Grands-Causses,48411
20736,5370,44.2122,3.4867,Grands-Causses,48411
20748,5510,44.2869,3.1878,Grands-Causses,48411
20760,5511,44.286,3.2879,Grands-Causses,48411
20772,5512,44.2851,3.3881,Grands-Causses,48411
20784,5513,44.2841,3.4882,Grands-Causses,48411
20796,5514,44.283,3.5883,Grands-Causses,48411
20808,5653,44.3588,3.1889,Grands-Causses,48411
20820,5654,44.358,3.2892,Grands-Causses,48411
20832,5655,44.357,3.3894,Grands-Causses,48411
20844,5656,44.356,3.4897,Grands-Causses,48411
20856,5796,44.4307,3.19,Grands-Causses,48411
20868,5797,44.4299,3.2904,Grands-Causses,48411
20880,5798,44.429,3.3908,Grands-Causses,48411
20892,5799,44.428,3.4911,Grands-Causses,48411
20904,5800,44.4269,3.5915,Grands-Causses,48411
20916,5939,44.5027,3.1911,Grands-Causses,48411
20928,5940,44.5018,3.2916,Grands-Causses,48411
20940,5941,44.5009,3.3921,Grands-Causses,48411
20952,5942,44.4999,3.4926,Grands-Causses,48411
20964,5943,44.4988,3.5931,Grands-Causses,48411
20976,6083,44.5738,3.2928,Grands-Causses,48411
20988,6087,44.5695,3.6954,Grands-Causses,48411
21600,3932,43.4985,2.6822,"Plateaux de lacaune,du Sommail et",34412
21612,3933,43.4981,2.781,"Plateaux de lacaune,du Sommail et",34412
21624,4075,43.5704,2.6827,"Plateaux de lacaune,du Sommail et",34412
21636,4076,43.57,2.7816,"Plateaux de lacaune,du Sommail et",34412
21648,4218,43.6423,2.6831,"Plateaux de lacaune,du Sommail et",34412
21660,4220,43.6415,2.8811,"Plateaux de lacaune,du Sommail et",34412
21672,4221,43.641,2.9802,"Plateaux de lacaune,du Sommail et",34412
21684,4365,43.7122,3.0801,"Plateaux de lacaune,du Sommail et",34412
21696,4508,43.7841,3.081,"Plateaux de lacaune,du Sommail et",34412
21924,7045,45.0411,-0.6584,Medoc,33114
21936,7330,45.1822,-0.7679,Medoc,33114
21948,7473,45.2541,-0.7719,Medoc,33114
22032,4320,43.651,-1.3784,Marenne,40132
22044,4322,43.6576,-1.1805,Marenne,40132
22056,4463,43.7228,-1.3831,Marenne,40132
22068,4464,43.7262,-1.284,Marenne,40132
22080,4465,43.7295,-1.185,Marenne,40132
22212,8513,45.7979,3.2112,Limagne Agricole,63426
22224,8514,45.7971,3.3141,Limagne Agricole,63426
22236,8656,45.8699,3.2123,Limagne Agricole,63426
22248,8657,45.869,3.3154,Limagne Agricole,63426
22260,8799,45.9418,3.2135,Limagne Agricole,63426
22272,8800,45.941,3.3166,Limagne Agricole,63426
22284,8801,45.94,3.4198,Limagne Agricole,63426
22296,8942,46.0138,3.2146,Limagne Agricole,63426
22308,8943,46.013,3.3179,Limagne Agricole,63426
22320,8944,46.012,3.4212,Limagne Agricole,63426
22572,6334,44.6918,-0.236,Benauge Boisee,33124
22584,6478,44.766,-0.1384,Benauge Boisee,33124
22644,4532,43.7417,5.4618,"Monts du Ventoux,de Vaucluse et du",84238
22656,4672,43.8217,5.168,"Monts du Ventoux,de Vaucluse et du",84238
22668,4673,43.8191,5.2672,"Monts du Ventoux,de Vaucluse et du",84238
22680,4674,43.8163,5.3665,"Monts du Ventoux,de Vaucluse et du",84238
22692,4675,43.8135,5.4657,"Monts du Ventoux,de Vaucluse et du",84238
22704,4676,43.8106,5.5649,"Monts du Ventoux,de Vaucluse et du",84238
22716,4677,43.8076,5.6641,"Monts du Ventoux,de Vaucluse et du",84238
22728,4815,43.8936,5.1715,"Monts du Ventoux,de Vaucluse et du",84238
22740,4816,43.8909,5.2709,"Monts du Ventoux,de Vaucluse et du",84238
22752,4817,43.8882,5.3703,"Monts du Ventoux,de Vaucluse et du",84238
22764,4818,43.8854,5.4697,"Monts du Ventoux,de Vaucluse et du",84238
22776,4819,43.8825,5.569,"Monts du Ventoux,de Vaucluse et du",84238
22788,4958,43.9654,5.1751,"Monts du Ventoux,de Vaucluse et du",84238
22800,4959,43.9628,5.2746,"Monts du Ventoux,de Vaucluse et du",84238
22812,4960,43.9601,5.3741,"Monts du Ventoux,de Vaucluse et du",84238
22824,4961,43.9572,5.4736,"Monts du Ventoux,de Vaucluse et du",84238
22836,5102,44.0347,5.2784,"Monts du Ventoux,de Vaucluse et du",84238
22848,5243,44.1117,5.0826,"Monts du Ventoux,de Vaucluse et du",84238
22860,5244,44.1092,5.1823,"Monts du Ventoux,de Vaucluse et du",84238
22872,5245,44.1065,5.2821,"Monts du Ventoux,de Vaucluse et du",84238
23364,1426,41.9806,9.2245,Montagne Corse,2B260
23376,1427,41.9743,9.3203,Montagne Corse,2B260
23388,1568,42.0584,9.1369,Montagne Corse,2B260
23400,1569,42.0522,9.2329,Montagne Corse,2B260
23412,1570,42.0458,9.3288,Montagne Corse,2B260
23424,1711,42.1299,9.1452,Montagne Corse,2B260
23436,1712,42.1237,9.2413,Montagne Corse,2B260
23448,1713,42.1173,9.3374,Montagne Corse,2B260
23460,1714,42.1109,9.4334,Montagne Corse,2B260
23472,1853,42.2076,9.0574,Montagne Corse,2B260
23484,1854,42.2015,9.1536,Montagne Corse,2B260
23496,1855,42.1952,9.2498,Montagne Corse,2B260
23508,1856,42.1889,9.346,Montagne Corse,2B260
23520,1995,42.2853,8.9693,Montagne Corse,2B260
23532,1996,42.2792,9.0656,Montagne Corse,2B260
23544,1997,42.273,9.162,Montagne Corse,2B260
23556,1998,42.2667,9.2583,Montagne Corse,2B260
23568,1999,42.2604,9.3546,Montagne Corse,2B260
23580,2136,42.3688,8.7844,Montagne Corse,2B260
23592,2137,42.3629,8.8809,Montagne Corse,2B260
23604,2138,42.3568,8.9774,Montagne Corse,2B260
23616,2139,42.3507,9.0739,Montagne Corse,2B260
23628,2140,42.3446,9.1704,Montagne Corse,2B260
23640,2141,42.3383,9.2668,Montagne Corse,2B260
23652,2142,42.3319,9.3632,Montagne Corse,2B260
23664,2281,42.4284,8.9856,Montagne Corse,2B260
23676,2282,42.4223,9.0822,Montagne Corse,2B260
23688,2283,42.4161,9.1788,Montagne Corse,2B260
23700,2284,42.4098,9.2753,Montagne Corse,2B260
23712,2285,42.4034,9.3719,Montagne Corse,2B260
23724,2424,42.5,8.9938,Montagne Corse,2B260
23736,2425,42.4939,9.0905,Montagne Corse,2B260
23748,2426,42.4877,9.1872,Montagne Corse,2B260
23760,2427,42.4814,9.2839,Montagne Corse,2B260
23772,2428,42.475,9.3805,Montagne Corse,2B260
23784,2569,42.5592,9.1957,Montagne Corse,2B260
23796,2570,42.5529,9.2925,Montagne Corse,2B260
23808,2713,42.6245,9.3011,Montagne Corse,2B260
24732,11365,47.2407,2.3894,Sancerrois,18439
24744,11366,47.2406,2.495,Sancerrois,18439
24756,11367,47.2405,2.6007,Sancerrois,18439
24768,11509,47.3126,2.4952,Sancerrois,18439
24780,11510,47.3124,2.6011,Sancerrois,18439
24792,11511,47.3121,2.7069,Sancerrois,18439
24804,11512,47.3117,2.8127,Sancerrois,18439
24816,11652,47.3846,2.4955,Sancerrois,18439
24828,11653,47.3844,2.6014,Sancerrois,18439
24840,11654,47.3841,2.7074,Sancerrois,18439
24852,11655,47.3837,2.8133,Sancerrois,18439
24864,11795,47.4565,2.4957,Sancerrois,18439
24876,11796,47.4563,2.6018,Sancerrois,18439
24888,11797,47.456,2.7079,Sancerrois,18439
24900,11798,47.4557,2.814,Sancerrois,18439
24912,11938,47.5285,2.4959,Sancerrois,18439
24924,11939,47.5283,2.6021,Sancerrois,18439
25344,10917,47.0084,0.3899,"Plaine de Loudun,richelieu et Chat",37348
25356,10918,47.0101,0.4951,"Plaine de Loudun,richelieu et Chat",37348
25368,11059,47.0785,0.282,"Plaine de Loudun,richelieu et Chat",37348
25380,11060,47.0803,0.3873,"Plaine de Loudun,richelieu et Chat",37348
25392,11061,47.082,0.4926,"Plaine de Loudun,richelieu et Chat",37348
25404,11200,47.1465,0.0683,"Plaine de Loudun,richelieu et Chat",37348
25416,11201,47.1485,0.1737,"Plaine de Loudun,richelieu et Chat",37348
25596,11777,47.4434,0.5862,Plateau de Mettray,37073
25608,11778,47.445,0.6922,Plateau de Mettray,37073
25668,14400,48.699,5.8682,Woevre,54316
25680,14542,48.774,5.7644,Woevre,54316
25692,14543,48.7708,5.8731,Woevre,54316
25704,14686,48.8427,5.878,Woevre,54316
25716,14828,48.9177,5.7739,Woevre,54316
25728,15257,49.1331,5.7883,Woevre,54316
25740,15400,49.2049,5.7931,Woevre,54316
25920,7643,45.3689,1.9792,Plateau de Millevaches,19430
25932,7644,45.3692,2.0813,Plateau de Millevaches,19430
25944,7785,45.4405,1.8765,Plateau de Millevaches,19430
25956,7786,45.4409,1.9787,Plateau de Millevaches,19430
25968,7787,45.4411,2.081,Plateau de Millevaches,19430
25980,7788,45.4413,2.1832,Plateau de Millevaches,19430
25992,7789,45.4414,2.2854,Plateau de Millevaches,19430
26004,7790,45.4414,2.3877,Plateau de Millevaches,19430
26016,7791,45.4413,2.4899,Plateau de Millevaches,19430
26028,7928,45.5125,1.8759,Plateau de Millevaches,19430
26040,7929,45.5128,1.9783,Plateau de Millevaches,19430
26052,7930,45.5131,2.0806,Plateau de Millevaches,19430
26064,7931,45.5133,2.183,Plateau de Millevaches,19430
26076,7932,45.5134,2.2854,Plateau de Millevaches,19430
26088,7933,45.5134,2.3877,Plateau de Millevaches,19430
26100,7934,45.5133,2.4901,Plateau de Millevaches,19430
26112,8071,45.5844,1.8753,Plateau de Millevaches,19430
26124,8072,45.5848,1.9778,Plateau de Millevaches,19430
26136,8073,45.5851,2.0803,Plateau de Millevaches,19430
26148,8074,45.5853,2.1828,Plateau de Millevaches,19430
26160,8075,45.5854,2.2853,Plateau de Millevaches,19430
26172,8076,45.5854,2.3878,Plateau de Millevaches,19430
26184,8213,45.6559,1.7721,Plateau de Millevaches,19430
26196,8214,45.6564,1.8747,Plateau de Millevaches,19430
26208,8215,45.6568,1.9773,Plateau de Millevaches,19430
26220,8216,45.6571,2.08,Plateau de Millevaches,19430
26232,8217,45.6572,2.1826,Plateau de Millevaches,19430
26244,8218,45.6573,2.2852,Plateau de Millevaches,19430
26256,8219,45.6573,2.3879,Plateau de Millevaches,19430
26268,8220,45.6572,2.4905,Plateau de Millevaches,19430
26280,8359,45.729,2.0796,Plateau de Millevaches,19430
26292,8363,45.7292,2.4907,Plateau de Millevaches,19430
27072,7478,45.2671,-0.2627,Saintonge Viticole,17377
27084,7479,45.2695,-0.1608,Saintonge Viticole,17377
27096,7617,45.3288,-0.674,Saintonge Viticole,17377
27108,7619,45.3341,-0.47,Saintonge Viticole,17377
27120,7620,45.3366,-0.3681,Saintonge Viticole,17377
27132,7760,45.4007,-0.6779,Saintonge Viticole,17377
27144,7761,45.4034,-0.5758,Saintonge Viticole,17377
27156,7762,45.406,-0.4737,Saintonge Viticole,17377
27168,7763,45.4086,-0.3716,Saintonge Viticole,17377
27180,7764,45.411,-0.2695,Saintonge Viticole,17377
27192,7902,45.4698,-0.784,Saintonge Viticole,17377
27204,7903,45.4726,-0.6818,Saintonge Viticole,17377
27216,7904,45.4753,-0.5796,Saintonge Viticole,17377
27228,7905,45.478,-0.4773,Saintonge Viticole,17377
27240,7906,45.4805,-0.3751,Saintonge Viticole,17377
27252,7907,45.4829,-0.2729,Saintonge Viticole,17377
27264,8044,45.5388,-0.8904,Saintonge Viticole,17377
27276,8045,45.5417,-0.7881,Saintonge Viticole,17377
27288,8046,45.5445,-0.6857,Saintonge Viticole,17377
27300,8047,45.5473,-0.5834,Saintonge Viticole,17377
27312,8048,45.5499,-0.481,Saintonge Viticole,17377
27324,8049,45.5524,-0.3786,Saintonge Viticole,17377
27336,8186,45.6077,-0.9971,Saintonge Viticole,17377
27348,8187,45.6107,-0.8946,Saintonge Viticole,17377
27360,8188,45.6136,-0.7922,Saintonge Viticole,17377
27372,8189,45.6165,-0.6897,Saintonge Viticole,17377
27384,8190,45.6192,-0.5872,Saintonge Viticole,17377
27396,8191,45.6218,-0.4847,Saintonge Viticole,17377
27408,8328,45.6765,-1.104,Saintonge Viticole,17377
27420,8329,45.6796,-1.0014,Saintonge Viticole,17377
27432,8330,45.6826,-0.8988,Saintonge Viticole,17377
27444,8331,45.6856,-0.7962,Saintonge Viticole,17377
27456,8334,45.6937,-0.4884,Saintonge Viticole,17377
27468,8470,45.7452,-1.2112,Saintonge Viticole,17377
27480,8471,45.7484,-1.1085,Saintonge Viticole,17377
27492,8474,45.7575,-0.8003,Saintonge Viticole,17377
27504,8476,45.763,-0.5948,Saintonge Viticole,17377
27516,8477,45.7657,-0.4921,Saintonge Viticole,17377
27528,8619,45.8349,-0.5987,Saintonge Viticole,17377
27540,8620,45.8376,-0.4958,Saintonge Viticole,17377
27552,8621,45.8401,-0.3929,Saintonge Viticole,17377
27564,8622,45.8426,-0.29,Saintonge Viticole,17377
27576,8623,45.8449,-0.187,Saintonge Viticole,17377
27588,8756,45.889,-1.2205,Saintonge Viticole,17377
27600,8898,45.9576,-1.3283,Saintonge Viticole,17377
28692,7621,45.3391,-0.2661,Saintonge Viticole,16377
28704,7765,45.4133,-0.1673,Saintonge Viticole,16377
28716,7766,45.4156,-0.0652,Saintonge Viticole,16377
28728,7908,45.4853,-0.1706,Saintonge Viticole,16377
28740,7909,45.4875,-0.0683,Saintonge Viticole,16377
28752,7910,45.4897,0.0339,Saintonge Viticole,16377
28764,8050,45.5549,-0.2763,Saintonge Viticole,16377
28776,8051,45.5572,-0.1739,Saintonge Viticole,16377
28788,8052,45.5595,-0.0715,Saintonge Viticole,16377
28800,8053,45.5616,0.0309,Saintonge Viticole,16377
28812,8192,45.6243,-0.3822,Saintonge Viticole,16377
28824,8193,45.6268,-0.2797,Saintonge Viticole,16377
28836,8194,45.6291,-0.1771,Saintonge Viticole,16377
28848,8195,45.6314,-0.0746,Saintonge Viticole,16377
28860,8196,45.6336,0.0279,Saintonge Viticole,16377
28872,8335,45.6963,-0.3857,Saintonge Viticole,16377
28884,8336,45.6987,-0.2831,Saintonge Viticole,16377
28896,8337,45.7011,-0.1804,Saintonge Viticole,16377
28908,8338,45.7033,-0.0778,Saintonge Viticole,16377
28920,8478,45.7682,-0.3893,Saintonge Viticole,16377
28932,8479,45.7707,-0.2865,Saintonge Viticole,16377
28944,8480,45.773,-0.1837,Saintonge Viticole,16377
28956,8481,45.7753,-0.0809,Saintonge Viticole,16377
28968,8624,45.8472,-0.0841,Saintonge Viticole,16377
29556,9203,46.1483,0.6277,Confins Granitiques du Limousin,86182
29568,9204,46.1498,0.7313,Confins Granitiques du Limousin,86182
29580,9347,46.2217,0.7291,Confins Granitiques du Limousin,86182
29592,9490,46.2937,0.727,Confins Granitiques du Limousin,86182
29604,9491,46.2951,0.8308,Confins Granitiques du Limousin,86182
29616,9492,46.2965,0.9346,Confins Granitiques du Limousin,86182
29628,9635,46.3684,0.9328,Confins Granitiques du Limousin,86182
29640,9636,46.3697,1.0368,Confins Granitiques du Limousin,86182
29652,9637,46.3708,1.1407,Confins Granitiques du Limousin,86182
29880,4073,43.5709,2.4849,"Plateaux de lacaune,du Sommail et",81412
29892,4074,43.5707,2.5838,"Plateaux de lacaune,du Sommail et",81412
29904,4214,43.6429,2.2871,"Plateaux de lacaune,du Sommail et",81412
29916,4215,43.6429,2.3861,"Plateaux de lacaune,du Sommail et",81412
29928,4216,43.6428,2.4851,"Plateaux de lacaune,du Sommail et",81412
29940,4217,43.6426,2.5841,"Plateaux de lacaune,du Sommail et",81412
29952,4219,43.6419,2.7821,"Plateaux de lacaune,du Sommail et",81412
29964,4357,43.7148,2.287,"Plateaux de lacaune,du Sommail et",81412
29976,4358,43.7148,2.3861,"Plateaux de lacaune,du Sommail et",81412
29988,4359,43.7147,2.4853,"Plateaux de lacaune,du Sommail et",81412
30000,4360,43.7145,2.5844,"Plateaux de lacaune,du Sommail et",81412
30012,4361,43.7142,2.6836,"Plateaux de lacaune,du Sommail et",81412
30024,4362,43.7139,2.7827,"Plateaux de lacaune,du Sommail et",81412
30036,4363,43.7134,2.8818,"Plateaux de lacaune,du Sommail et",81412
30048,4501,43.7867,2.3862,"Plateaux de lacaune,du Sommail et",81412
30060,4502,43.7866,2.4855,"Plateaux de lacaune,du Sommail et",81412
30072,4503,43.7864,2.5847,"Plateaux de lacaune,du Sommail et",81412
30492,5050,44.0512,0.0924,Grandes Landes,47378
30504,5194,44.1252,0.1894,Grandes Landes,47378
30516,5334,44.1907,-0.1132,Grandes Landes,47378
30528,5335,44.1929,-0.0133,Grandes Landes,47378
30540,5336,44.195,0.0867,Grandes Landes,47378
30552,5337,44.1971,0.1866,Grandes Landes,47378
30564,5478,44.2648,-0.0163,Grandes Landes,47378
30576,5479,44.2669,0.0838,Grandes Landes,47378
30588,5480,44.269,0.1839,Grandes Landes,47378
30600,5621,44.3367,-0.0193,Grandes Landes,47378
30612,5622,44.3389,0.0809,Grandes Landes,47378
30888,7615,45.3231,-0.8778,Ilot de Polyculture de Civrac,33116
30924,4334,43.6897,0.0075,Bas-Armagnac,32388
30936,4335,43.6918,0.1065,Bas-Armagnac,32388
30948,4475,43.7571,-0.1938,Bas-Armagnac,32388
30960,4476,43.7594,-0.0946,Bas-Armagnac,32388
30972,4477,43.7616,0.0045,Bas-Armagnac,32388
30984,4478,43.7637,0.1037,Bas-Armagnac,32388
30996,4479,43.7657,0.2029,Bas-Armagnac,32388
31008,4619,43.8313,-0.0977,Bas-Armagnac,32388
31020,4620,43.8335,0.0016,Bas-Armagnac,32388
31032,4621,43.8356,0.1009,Bas-Armagnac,32388
31044,4761,43.9009,-0.2002,Bas-Armagnac,32388
31056,4762,43.9032,-0.1008,Bas-Armagnac,32388
31068,4763,43.9054,-0.0014,Bas-Armagnac,32388
31080,4764,43.9075,0.0981,Bas-Armagnac,32388
31428,3618,43.3282,-0.0764,Coteaux du Bearn,65381
31464,13904,48.4768,-1.3967,Avranchin,50087
31476,14046,48.5452,-1.51,Avranchin,50087
31488,14047,48.5486,-1.4019,Avranchin,50087
31500,14048,48.552,-1.2937,Avranchin,50087
31512,14190,48.6205,-1.407,Avranchin,50087
31524,14191,48.6238,-1.2987,Avranchin,50087
31536,14192,48.6271,-1.1903,Avranchin,50087
31548,14333,48.6923,-1.4122,Avranchin,50087
31560,14334,48.6957,-1.3037,Avranchin,50087
31572,14335,48.6989,-1.1952,Avranchin,50087
31584,14336,48.7021,-1.0866,Avranchin,50087
