,Point,Latitude,Longitude,nom,code_pra
163488,10616,46.827,-1.1774,Bas-Bocage et Gatine,85368
163500,10617,46.8302,-1.0727,Bas-Bocage et Gatine,85368
163512,10618,46.8332,-0.9679,Bas-Bocage et Gatine,85368
163524,10752,46.874,-1.9161,Bas-Bocage et Gatine,85368
163536,10753,46.8778,-1.8113,Bas-Bocage et Gatine,85368
163548,10754,46.8816,-1.7064,Bas-Bocage et Gatine,85368
163560,10756,46.8888,-1.4968,Bas-Bocage et Gatine,85368
163572,10757,46.8923,-1.3919,Bas-Bocage et Gatine,85368
163584,10758,46.8956,-1.287,Bas-Bocage et Gatine,85368
163596,10759,46.8989,-1.1821,Bas-Bocage et Gatine,85368
163608,10899,46.9607,-1.5019,Bas-Bocage et Gatine,85368
163620,11042,47.0326,-1.507,Bas-Bocage et Gatine,85368
165024,11806,47.4491,3.6626,Plateaux de Bourgogne,89186
165036,11807,47.4478,3.7687,Plateaux de Bourgogne,89186
165048,11946,47.5242,3.3458,Plateaux de Bourgogne,89186
165060,11947,47.5232,3.452,Plateaux de Bourgogne,89186
165072,11948,47.5222,3.5582,Plateaux de Bourgogne,89186
165084,11949,47.521,3.6644,Plateaux de Bourgogne,89186
165096,11950,47.5197,3.7706,Plateaux de Bourgogne,89186
165108,12089,47.5962,3.3471,Plateaux de Bourgogne,89186
165120,12090,47.5952,3.4535,Plateaux de Bourgogne,89186
165132,12091,47.5941,3.5599,Plateaux de Bourgogne,89186
165144,12092,47.593,3.6662,Plateaux de Bourgogne,89186
165156,12093,47.5917,3.7726,Plateaux de Bourgogne,89186
165168,12094,47.5903,3.8789,Plateaux de Bourgogne,89186
165180,12095,47.5889,3.9853,Plateaux de Bourgogne,89186
165192,12096,47.5873,4.0916,Plateaux de Bourgogne,89186
165204,12233,47.6671,3.455,Plateaux de Bourgogne,89186
165216,12234,47.6661,3.5615,Plateaux de Bourgogne,89186
165228,12235,47.6649,3.668,Plateaux de Bourgogne,89186
165240,12236,47.6636,3.7745,Plateaux de Bourgogne,89186
165252,12237,47.6623,3.881,Plateaux de Bourgogne,89186
165264,12238,47.6608,3.9875,Plateaux de Bourgogne,89186
165276,12239,47.6592,4.094,Plateaux de Bourgogne,89186
165288,12240,47.6576,4.2004,Plateaux de Bourgogne,89186
165300,12376,47.7391,3.4565,Plateaux de Bourgogne,89186
165312,12377,47.738,3.5632,Plateaux de Bourgogne,89186
165324,12378,47.7368,3.6698,Plateaux de Bourgogne,89186
165336,12379,47.7356,3.7765,Plateaux de Bourgogne,89186
165348,12380,47.7342,3.8831,Plateaux de Bourgogne,89186
165360,12381,47.7327,3.9897,Plateaux de Bourgogne,89186
165372,12522,47.8075,3.7784,Plateaux de Bourgogne,89186
165384,12523,47.8061,3.8852,Plateaux de Bourgogne,89186
165396,12526,47.8015,4.2055,Plateaux de Bourgogne,89186
165408,12527,47.7997,4.3123,Plateaux de Bourgogne,89186
165420,12665,47.8794,3.7804,Plateaux de Bourgogne,89186
165432,12666,47.8781,3.8873,Plateaux de Bourgogne,89186
165444,12667,47.8766,3.9942,Plateaux de Bourgogne,89186
165456,12669,47.8734,4.208,Plateaux de Bourgogne,89186
165468,12812,47.9453,4.2106,Plateaux de Bourgogne,89186
166392,15258,49.1299,5.8977,Pays Haut-Lorrain,54308
166404,15401,49.2017,5.9027,Pays Haut-Lorrain,54308
166416,15543,49.2767,5.7979,Pays Haut-Lorrain,54308
166428,15544,49.2735,5.9077,Pays Haut-Lorrain,54308
166440,15686,49.3485,5.8028,Pays Haut-Lorrain,54308
166452,15687,49.3453,5.9127,Pays Haut-Lorrain,54308
166464,15826,49.4294,5.4774,Pays Haut-Lorrain,54308
166476,15827,49.4265,5.5875,Pays Haut-Lorrain,54308
166488,15828,49.4235,5.6976,Pays Haut-Lorrain,54308
166500,15829,49.4203,5.8076,Pays Haut-Lorrain,54308
166512,15830,49.4171,5.9177,Pays Haut-Lorrain,54308
166524,15969,49.5012,5.4818,Pays Haut-Lorrain,54308
166536,15970,49.4983,5.592,Pays Haut-Lorrain,54308
166548,15971,49.4953,5.7023,Pays Haut-Lorrain,54308
166560,15972,49.4921,5.8125,Pays Haut-Lorrain,54308
166932,7353,45.2229,1.5728,Haut-Limousin,19432
166944,7496,45.2949,1.5718,Haut-Limousin,19432
166956,7497,45.2955,1.6738,Haut-Limousin,19432
166968,7498,45.2961,1.7757,Haut-Limousin,19432
166980,7637,45.3652,1.3666,Haut-Limousin,19432
166992,7638,45.3661,1.4687,Haut-Limousin,19432
167004,7639,45.3668,1.5708,Haut-Limousin,19432
167016,7640,45.3675,1.6729,Haut-Limousin,19432
167028,7641,45.3681,1.775,Haut-Limousin,19432
167040,7642,45.3685,1.8771,Haut-Limousin,19432
167052,7780,45.4372,1.3654,Haut-Limousin,19432
167064,7781,45.4381,1.4676,Haut-Limousin,19432
167076,7782,45.4388,1.5698,Haut-Limousin,19432
167088,7783,45.4395,1.672,Haut-Limousin,19432
167100,7784,45.44,1.7743,Haut-Limousin,19432
167112,7924,45.51,1.4665,Haut-Limousin,19432
167124,7925,45.5108,1.5688,Haut-Limousin,19432
167136,7926,45.5114,1.6712,Haut-Limousin,19432
167148,7927,45.512,1.7735,Haut-Limousin,19432
167160,8069,45.5834,1.6703,Haut-Limousin,19432
167172,8070,45.584,1.7728,Haut-Limousin,19432
167688,13774,48.4409,0.0121,Bocage Normand,61354
167700,13910,48.4955,-0.7482,Bocage Normand,61354
167712,13911,48.4983,-0.6401,Bocage Normand,61354
167724,13912,48.5009,-0.5319,Bocage Normand,61354
167736,13916,48.5107,-0.0993,Bocage Normand,61354
167748,13917,48.5128,0.0089,Bocage Normand,61354
167760,14053,48.5674,-0.7524,Bocage Normand,61354
167772,14054,48.5701,-0.6442,Bocage Normand,61354
167784,14055,48.5728,-0.5359,Bocage Normand,61354
167796,14056,48.5754,-0.4276,Bocage Normand,61354
167808,14057,48.5779,-0.3193,Bocage Normand,61354
167820,14058,48.5803,-0.2109,Bocage Normand,61354
167832,14059,48.5825,-0.1026,Bocage Normand,61354
167844,14060,48.5847,0.0057,Bocage Normand,61354
167856,14196,48.6392,-0.7567,Bocage Normand,61354
167868,14197,48.642,-0.6483,Bocage Normand,61354
167880,14198,48.6447,-0.5398,Bocage Normand,61354
167892,14199,48.6473,-0.4314,Bocage Normand,61354
167904,14200,48.6497,-0.3229,Bocage Normand,61354
167916,14201,48.6521,-0.2145,Bocage Normand,61354
167928,14202,48.6544,-0.106,Bocage Normand,61354
167940,14339,48.7111,-0.761,Bocage Normand,61354
167952,14340,48.7139,-0.6524,Bocage Normand,61354
167964,14341,48.7165,-0.5438,Bocage Normand,61354
167976,14342,48.7191,-0.4352,Bocage Normand,61354
167988,14343,48.7216,-0.3266,Bocage Normand,61354
168000,14344,48.724,-0.218,Bocage Normand,61354
168012,14482,48.7829,-0.7653,Bocage Normand,61354
168024,14483,48.7857,-0.6565,Bocage Normand,61354
168036,14484,48.7884,-0.5478,Bocage Normand,61354
168048,14485,48.791,-0.4391,Bocage Normand,61354
168060,14486,48.7935,-0.3303,Bocage Normand,61354
168072,14487,48.7959,-0.2215,Bocage Normand,61354
168084,14628,48.8628,-0.4429,Bocage Normand,61354
168912,3533,43.2329,5.6309,Coteaux de Provence,13468
168924,3676,43.3048,5.635,Coteaux de Provence,13468
168936,3677,43.3017,5.7333,Coteaux de Provence,13468
168948,3813,43.3931,5.0481,Coteaux de Provence,13468
168960,3814,43.3906,5.1467,Coteaux de Provence,13468
168972,3815,43.3879,5.2452,Coteaux de Provence,13468
168984,3816,43.3852,5.3437,Coteaux de Provence,13468
168996,3819,43.3766,5.6391,Coteaux de Provence,13468
169008,3957,43.4624,5.1502,Coteaux de Provence,13468
169020,3958,43.4598,5.2488,Coteaux de Provence,13468
169032,3959,43.4571,5.3475,Coteaux de Provence,13468
169044,3960,43.4543,5.4461,Coteaux de Provence,13468
169056,3961,43.4514,5.5447,Coteaux de Provence,13468
169068,3962,43.4484,5.6433,Coteaux de Provence,13468
169080,3963,43.4453,5.7419,Coteaux de Provence,13468
169092,4099,43.5368,5.055,Coteaux de Provence,13468
169104,4100,43.5342,5.1537,Coteaux de Provence,13468
169116,4101,43.5316,5.2525,Coteaux de Provence,13468
169128,4102,43.5289,5.3512,Coteaux de Provence,13468
169140,4103,43.5261,5.45,Coteaux de Provence,13468
169152,4104,43.5232,5.5487,Coteaux de Provence,13468
169164,4105,43.5202,5.6474,Coteaux de Provence,13468
169176,4243,43.6061,5.1573,Coteaux de Provence,13468
169188,4244,43.6035,5.2562,Coteaux de Provence,13468
169200,4245,43.6008,5.355,Coteaux de Provence,13468
169212,4246,43.598,5.4539,Coteaux de Provence,13468
169224,4383,43.6853,4.8638,Coteaux de Provence,13468
169236,4384,43.6829,4.9628,Coteaux de Provence,13468
169248,4385,43.6805,5.0618,Coteaux de Provence,13468
169260,4386,43.678,5.1608,Coteaux de Provence,13468
169272,4387,43.6753,5.2598,Coteaux de Provence,13468
169284,4388,43.6726,5.3588,Coteaux de Provence,13468
169296,4525,43.7594,4.7678,Coteaux de Provence,13468
170100,11684,47.3303,5.8836,Plaines et Basses Vallees de la Sa,70447
170112,11829,47.3955,6.1001,Plaines et Basses Vallees de la Sa,70447
170124,12117,47.5321,6.3226,Plaines et Basses Vallees de la Sa,70447
170136,12118,47.5284,6.4287,Plaines et Basses Vallees de la Sa,70447
170148,12119,47.5247,6.5348,Plaines et Basses Vallees de la Sa,70447
170280,13181,48.0873,-2.2292,Bretagne Centrale,35359
170292,13182,48.0914,-2.122,Bretagne Centrale,35359
170304,13183,48.0954,-2.0148,Bretagne Centrale,35359
170316,13324,48.1591,-2.2355,Bretagne Centrale,35359
170328,13325,48.1632,-2.1281,Bretagne Centrale,35359
170340,13326,48.1673,-2.0208,Bretagne Centrale,35359
170352,13468,48.235,-2.1342,Bretagne Centrale,35359
170364,13469,48.2391,-2.0267,Bretagne Centrale,35359
170376,13470,48.243,-1.9192,Bretagne Centrale,35359
170388,13613,48.3148,-1.925,Bretagne Centrale,35359
170400,13614,48.3187,-1.8174,Bretagne Centrale,35359
170412,13615,48.3224,-1.7097,Bretagne Centrale,35359
170424,13756,48.3867,-1.9309,Bretagne Centrale,35359
170436,13757,48.3905,-1.8231,Bretagne Centrale,35359
170448,13758,48.3943,-1.7152,Bretagne Centrale,35359
170460,13759,48.3979,-1.6074,Bretagne Centrale,35359
170472,13900,48.4623,-1.8288,Bretagne Centrale,35359
170484,13901,48.4661,-1.7208,Bretagne Centrale,35359
170496,13902,48.4698,-1.6128,Bretagne Centrale,35359
170508,13903,48.4733,-1.5048,Bretagne Centrale,35359
170520,14045,48.5416,-1.6182,Bretagne Centrale,35359
171036,7671,45.3414,4.8372,Vallee du Rhone,38465
171048,7672,45.3391,4.9392,Vallee du Rhone,38465
171060,7957,45.4853,4.8437,Vallee du Rhone,38465
171072,8100,45.5572,4.847,Vallee du Rhone,38465
171180,5383,44.1908,4.7863,Tricastin,84464
171192,5384,44.1885,4.8862,Tricastin,84464
171204,5385,44.1861,4.9862,Tricastin,84464
171216,5525,44.2649,4.6894,Tricastin,84464
171228,5526,44.2627,4.7894,Tricastin,84464
171240,5527,44.2604,4.8895,Tricastin,84464
171252,5528,44.258,4.9895,Tricastin,84464
171264,5529,44.2555,5.0896,Tricastin,84464
171276,5670,44.3323,4.8927,Tricastin,84464
171288,5671,44.3299,4.9929,Tricastin,84464
171300,5814,44.4018,4.9963,Tricastin,84464
171576,8110,45.5296,5.8704,Cluse de Chambery,73220
171588,8111,45.5263,5.9727,Cluse de Chambery,73220
171600,8253,45.6015,5.8751,Cluse de Chambery,73220
171612,8254,45.5982,5.9775,Cluse de Chambery,73220
171624,8396,45.6734,5.8797,Cluse de Chambery,73220
171636,8539,45.7453,5.8843,Cluse de Chambery,73220
171792,15618,49.3314,-1.6791,Bocage de Valognes,50082
171804,15760,49.3995,-1.7947,Bocage de Valognes,50082
171816,15761,49.4032,-1.6847,Bocage de Valognes,50082
171828,15762,49.4068,-1.5747,Bocage de Valognes,50082
171840,15763,49.4103,-1.4647,Bocage de Valognes,50082
171852,15903,49.4712,-1.8005,Bocage de Valognes,50082
171864,15904,49.4749,-1.6903,Bocage de Valognes,50082
171876,15905,49.4786,-1.5802,Bocage de Valognes,50082
171888,16046,49.543,-1.8063,Bocage de Valognes,50082
171900,16047,49.5467,-1.696,Bocage de Valognes,50082
171912,16048,49.5503,-1.5857,Bocage de Valognes,50082
171924,16049,49.5539,-1.4754,Bocage de Valognes,50082
171936,16191,49.6221,-1.5912,Bocage de Valognes,50082
172260,14049,48.5553,-1.1854,Bocage Normand,50354
172272,14050,48.5584,-1.0772,Bocage Normand,50354
172284,14051,48.5615,-0.969,Bocage Normand,50354
172296,14052,48.5645,-0.8607,Bocage Normand,50354
172308,14193,48.6303,-1.0819,Bocage Normand,50354
172320,14194,48.6334,-0.9735,Bocage Normand,50354
172332,14195,48.6363,-0.8651,Bocage Normand,50354
172344,14337,48.7052,-0.9781,Bocage Normand,50354
172356,14338,48.7082,-0.8696,Bocage Normand,50354
172368,14479,48.774,-1.0914,Bocage Normand,50354
172620,18089,50.6187,2.7313,Plaine de la Lys,59324
172632,18230,50.691,2.5059,Plaine de la Lys,59324
172644,18231,50.6908,2.6189,Plaine de la Lys,59324
172656,18232,50.6904,2.7318,Plaine de la Lys,59324
172668,18233,50.69,2.8448,Plaine de la Lys,59324
172680,18234,50.6895,2.9577,Plaine de la Lys,59324
172692,18378,50.7606,3.0718,Plaine de la Lys,59324
172872,16050,49.5573,-1.3651,Val de Saire,50083
172884,16192,49.6256,-1.4808,Val de Saire,50083
172896,16193,49.6291,-1.3703,Val de Saire,50083
172908,16194,49.6324,-1.2598,Val de Saire,50083
173016,2923,42.995,1.896,Volvestre et Razes,9392
173028,3062,43.0645,1.5034,Volvestre et Razes,9392
173040,3063,43.0652,1.6014,Volvestre et Razes,9392
173052,3064,43.0659,1.6994,Volvestre et Razes,9392
173064,3065,43.0664,1.7974,Volvestre et Razes,9392
173076,3066,43.0668,1.8955,Volvestre et Razes,9392
173088,3201,43.1326,1.1098,Volvestre et Razes,9392
173100,3203,43.1347,1.3061,Volvestre et Razes,9392
173112,3204,43.1356,1.4042,Volvestre et Razes,9392
173124,3205,43.1364,1.5023,Volvestre et Razes,9392
173136,3207,43.1377,1.6986,Volvestre et Razes,9392
173148,3208,43.1383,1.7968,Volvestre et Razes,9392
173160,3347,43.2074,1.403,Volvestre et Razes,9392
173172,3489,43.2784,1.3035,Volvestre et Razes,9392
173520,3630,43.3482,1.1052,Coteaux du Gers,31385
173532,3773,43.4201,1.1037,Coteaux du Gers,31385
173544,3916,43.492,1.1021,Coteaux du Gers,31385
173556,3917,43.4931,1.2008,Coteaux du Gers,31385
173568,4060,43.565,1.1994,Coteaux du Gers,31385
173580,4203,43.6369,1.198,Coteaux du Gers,31385
173592,4345,43.7077,1.0974,Coteaux du Gers,31385
173604,4346,43.7088,1.1965,Coteaux du Gers,31385
173616,4487,43.7784,0.9966,Coteaux du Gers,31385
173628,4488,43.7796,1.0959,Coteaux du Gers,31385
173640,4489,43.7807,1.1951,Coteaux du Gers,31385
173916,4923,44.0005,1.6889,Causses du Quercy,81395
173928,5066,44.0724,1.6881,Causses du Quercy,81395
173940,5067,44.073,1.7878,Causses du Quercy,81395
173952,5068,44.0734,1.8876,Causses du Quercy,81395
174060,6663,44.8516,4.1069,Massif du Mezenc-Meygal,7423
174072,6807,44.9218,4.2105,Massif du Mezenc-Meygal,7423
174132,4636,43.856,1.5912,Coteaux Molassiques,81152
174144,4779,43.928,1.5902,Coteaux Molassiques,81152
174156,4780,43.9286,1.6897,Coteaux Molassiques,81152
174240,12760,47.902,-1.3561,Region Centrale,35097
174252,12761,47.9053,-1.2492,Region Centrale,35097
174264,12900,47.9632,-1.6821,Region Centrale,35097
174276,12901,47.9669,-1.5751,Region Centrale,35097
174288,12902,47.9704,-1.4681,Region Centrale,35097
174300,12903,47.9738,-1.3611,Region Centrale,35097
174312,12904,47.9772,-1.2541,Region Centrale,35097
174324,12905,47.9804,-1.147,Region Centrale,35097
174336,13043,48.0351,-1.6876,Region Centrale,35097
174348,13044,48.0387,-1.5804,Region Centrale,35097
174360,13045,48.0423,-1.4733,Region Centrale,35097
174372,13046,48.0457,-1.3661,Region Centrale,35097
174384,13047,48.049,-1.259,Region Centrale,35097
174396,13048,48.0523,-1.1518,Region Centrale,35097
174408,13049,48.0554,-1.0446,Region Centrale,35097
174420,13184,48.0994,-1.9076,Region Centrale,35097
174432,13185,48.1032,-1.8003,Region Centrale,35097
174444,13186,48.1069,-1.6931,Region Centrale,35097
174456,13187,48.1106,-1.5858,Region Centrale,35097
174468,13188,48.1141,-1.4785,Region Centrale,35097
174480,13189,48.1175,-1.3712,Region Centrale,35097
174492,13190,48.1209,-1.2639,Region Centrale,35097
174504,13191,48.1241,-1.1566,Region Centrale,35097
174516,13327,48.1712,-1.9134,Region Centrale,35097
174528,13328,48.175,-1.806,Region Centrale,35097
174540,13329,48.1788,-1.6986,Region Centrale,35097
174552,13330,48.1824,-1.5912,Region Centrale,35097
174564,13331,48.186,-1.4837,Region Centrale,35097
174576,13332,48.1894,-1.3763,Region Centrale,35097
174588,13333,48.1928,-1.2688,Region Centrale,35097
174600,13334,48.196,-1.1613,Region Centrale,35097
174612,13471,48.2469,-1.8117,Region Centrale,35097
174624,13472,48.2506,-1.7041,Region Centrale,35097
174636,13473,48.2543,-1.5965,Region Centrale,35097
174648,13474,48.2578,-1.489,Region Centrale,35097
174660,13616,48.3261,-1.6019,Region Centrale,35097
174672,13617,48.3296,-1.4942,Region Centrale,35097
174684,13760,48.4015,-1.4995,Region Centrale,35097
175608,13775,48.443,0.1202,Plaine Normande,61355
175620,13918,48.5149,0.1171,Plaine Normande,61355
175632,13919,48.5169,0.2253,Plaine Normande,61355
175644,14061,48.5868,0.1141,Plaine Normande,61355
175656,14062,48.5888,0.2224,Plaine Normande,61355
175668,14203,48.6566,0.0025,Plaine Normande,61355
175680,14204,48.6587,0.111,Plaine Normande,61355
175692,14205,48.6607,0.2195,Plaine Normande,61355
175704,14345,48.7263,-0.1094,Plaine Normande,61355
175716,14346,48.7285,-0.0007,Plaine Normande,61355
175728,14347,48.7306,0.1079,Plaine Normande,61355
175740,14488,48.7982,-0.1127,Plaine Normande,61355
175752,14489,48.8004,-0.004,Plaine Normande,61355
175764,14490,48.8024,0.1048,Plaine Normande,61355
175776,14632,48.8722,-0.0072,Plaine Normande,61355
175788,14633,48.8743,0.1017,Plaine Normande,61355
176184,12351,47.7342,0.7899,Vallee du Loir,41350
176196,12352,47.7356,0.8966,Vallee du Loir,41350
176208,12496,47.8088,1.0014,Vallee du Loir,41350
176220,12497,47.8099,1.1082,Vallee du Loir,41350
176232,12640,47.8819,1.1065,Vallee du Loir,41350
176244,12641,47.883,1.2135,Vallee du Loir,41350
176256,12784,47.9549,1.2119,Vallee du Loir,41350
176436,11355,47.2364,1.3327,Boischaut du Nord,41435
176448,11356,47.2373,1.4384,Boischaut du Nord,41435
176460,11496,47.3063,1.1198,Boischaut du Nord,41435
176472,11497,47.3074,1.2256,Boischaut du Nord,41435
176484,11498,47.3083,1.3314,Boischaut du Nord,41435
176496,11639,47.3783,1.1181,Boischaut du Nord,41435
176508,11640,47.3793,1.2241,Boischaut du Nord,41435
176520,11783,47.4513,1.2226,Boischaut du Nord,41435
176724,6215,44.6498,2.1854,Segala et Chataigneraie,15409
176736,6217,44.6499,2.387,Segala et Chataigneraie,15409
176748,6358,44.7217,2.1852,Segala et Chataigneraie,15409
176760,6359,44.7218,2.2861,Segala et Chataigneraie,15409
176772,6360,44.7218,2.387,Segala et Chataigneraie,15409
176784,6361,44.7217,2.4879,Segala et Chataigneraie,15409
176796,6501,44.7937,2.185,Segala et Chataigneraie,15409
176808,6502,44.7938,2.286,Segala et Chataigneraie,15409
176820,6503,44.7938,2.3871,Segala et Chataigneraie,15409
176832,6504,44.7937,2.4881,Segala et Chataigneraie,15409
176844,6505,44.7935,2.5892,Segala et Chataigneraie,15409
176856,6644,44.8656,2.1848,Segala et Chataigneraie,15409
176868,6645,44.8657,2.286,Segala et Chataigneraie,15409
176880,6646,44.8657,2.3871,Segala et Chataigneraie,15409
176892,6786,44.9374,2.0833,Segala et Chataigneraie,15409
176904,6787,44.9376,2.1846,Segala et Chataigneraie,15409
176916,6788,44.9377,2.2859,Segala et Chataigneraie,15409
176928,6930,45.0095,2.1844,Segala et Chataigneraie,15409
176940,6931,45.0096,2.2858,Segala et Chataigneraie,15409
176952,7073,45.0815,2.1842,Segala et Chataigneraie,15409
177444,12645,47.8863,1.6413,Beauce Dunoise,45341
177456,12788,47.9582,1.6403,Beauce Dunoise,45341
177468,12789,47.9588,1.7474,Beauce Dunoise,45341
177480,12930,48.0295,1.5321,Beauce Dunoise,45341
177492,12931,48.0302,1.6394,Beauce Dunoise,45341
177504,12932,48.0308,1.7466,Beauce Dunoise,45341
177660,14368,48.7515,2.3909,Ceinture de Paris,94333
177672,14369,48.7514,2.4996,Ceinture de Paris,94333
177684,14511,48.8234,2.391,Ceinture de Paris,94333
177696,14512,48.8233,2.4998,Ceinture de Paris,94333
177804,12061,47.5839,0.3688,Vallee du Loir,72350
177816,12201,47.65,0.0468,Vallee du Loir,72350
177828,12202,47.652,0.1532,Vallee du Loir,72350
177840,12203,47.654,0.2597,Vallee du Loir,72350
177852,12204,47.6558,0.3661,Vallee du Loir,72350
177864,12205,47.6576,0.4726,Vallee du Loir,72350
177876,12343,47.7197,-0.0629,Vallee du Loir,72350
177888,12344,47.7219,0.0437,Vallee du Loir,72350
177900,12348,47.7295,0.4701,Vallee du Loir,72350
177912,12349,47.7312,0.5767,Vallee du Loir,72350
178164,10476,46.7643,-0.8589,Haut-Bocage,85373
178176,10477,46.7672,-0.7542,Haut-Bocage,85373
178188,10619,46.8362,-0.8631,Haut-Bocage,85373
178200,10760,46.9021,-1.0772,Haut-Bocage,85373
178212,10761,46.9051,-0.9723,Haut-Bocage,85373
178224,10762,46.9081,-0.8674,Haut-Bocage,85373
178236,10901,46.9675,-1.2919,Haut-Bocage,85373
178248,10902,46.9708,-1.1868,Haut-Bocage,85373
178260,10903,46.974,-1.0818,Haut-Bocage,85373
178272,10904,46.977,-0.9767,Haut-Bocage,85373
178284,11044,47.0394,-1.2967,Haut-Bocage,85373
178560,13091,48.0988,3.4642,Pays d Othe,89319
178572,13092,48.0977,3.5716,Pays d Othe,89319
178584,13093,48.0965,3.6789,Pays d Othe,89319
178596,13094,48.0952,3.7863,Pays d Othe,89319
178608,13234,48.1707,3.4657,Pays d Othe,89319
178620,13235,48.1696,3.5732,Pays d Othe,89319
178776,6474,44.7562,-0.5421,Ceinture Laitiere et Legumiere de,33126
178788,6616,44.8254,-0.6469,Ceinture Laitiere et Legumiere de,33126
178800,6617,44.8281,-0.5458,Ceinture Laitiere et Legumiere de,33126
178812,6760,44.9,-0.5495,Ceinture Laitiere et Legumiere de,33126
178824,6903,44.9719,-0.5533,Ceinture Laitiere et Legumiere de,33126
178956,8332,45.6884,-0.6936,Saintonge Agricole,17375
178968,8333,45.6911,-0.591,Saintonge Agricole,17375
178980,8473,45.7545,-0.9031,Saintonge Agricole,17375
178992,8475,45.7603,-0.6976,Saintonge Agricole,17375
179004,8616,45.8265,-0.9073,Saintonge Agricole,17375
179016,8617,45.8294,-0.8044,Saintonge Agricole,17375
179028,8618,45.8322,-0.7016,Saintonge Agricole,17375
179040,8759,45.8984,-0.9116,Saintonge Agricole,17375
179052,8760,45.9013,-0.8086,Saintonge Agricole,17375
179064,8761,45.9041,-0.7056,Saintonge Agricole,17375
179076,8762,45.9069,-0.6025,Saintonge Agricole,17375
179088,8763,45.9095,-0.4995,Saintonge Agricole,17375
179100,8764,45.9121,-0.3965,Saintonge Agricole,17375
179112,8765,45.9145,-0.2934,Saintonge Agricole,17375
179124,8766,45.9169,-0.1903,Saintonge Agricole,17375
179136,8903,45.9732,-0.8127,Saintonge Agricole,17375
179148,8904,45.9761,-0.7095,Saintonge Agricole,17375
179160,8905,45.9788,-0.6064,Saintonge Agricole,17375
179172,8906,45.9814,-0.5032,Saintonge Agricole,17375
179184,8907,45.984,-0.4,Saintonge Agricole,17375
179196,8908,45.9865,-0.2969,Saintonge Agricole,17375
179208,8909,45.9888,-0.1937,Saintonge Agricole,17375
179220,9048,46.0507,-0.6103,Saintonge Agricole,17375
179232,9049,46.0534,-0.507,Saintonge Agricole,17375
179244,9050,46.0559,-0.4036,Saintonge Agricole,17375
179256,9051,46.0584,-0.3003,Saintonge Agricole,17375
179892,9497,46.3017,1.4538,Bas-Berry,23437
179904,9498,46.3024,1.5577,Bas-Berry,23437
179916,9499,46.3031,1.6615,Bas-Berry,23437
179928,9500,46.3037,1.7653,Bas-Berry,23437
179940,9501,46.3042,1.8692,Bas-Berry,23437
179952,9504,46.305,2.1808,Bas-Berry,23437
179964,9505,46.3051,2.2846,Bas-Berry,23437
179976,9641,46.3744,1.5566,Bas-Berry,23437
179988,9642,46.3751,1.6606,Bas-Berry,23437
180000,9643,46.3757,1.7646,Bas-Berry,23437
180012,9644,46.3761,1.8686,Bas-Berry,23437
180024,9645,46.3765,1.9726,Bas-Berry,23437
180036,9646,46.3768,2.0766,Bas-Berry,23437
180048,9647,46.377,2.1806,Bas-Berry,23437
180060,9648,46.3771,2.2845,Bas-Berry,23437
180072,9786,46.4476,1.7638,Bas-Berry,23437
180468,8922,46.011,1.1486,Marche,87431
180480,9062,46.0792,0.8368,Marche,87431
180492,9063,46.0806,0.9402,Marche,87431
180504,9065,46.0829,1.147,Marche,87431
180516,9068,46.0858,1.4573,Marche,87431
180528,9205,46.1512,0.8348,Marche,87431
180540,9206,46.1525,0.9383,Marche,87431
180552,9207,46.1538,1.0419,Marche,87431
180564,9208,46.1549,1.1454,Marche,87431
180576,9211,46.1577,1.4561,Marche,87431
180588,9348,46.2232,0.8328,Marche,87431
180600,9349,46.2245,0.9365,Marche,87431
180612,9350,46.2257,1.0402,Marche,87431
180624,9351,46.2269,1.1439,Marche,87431
180636,9352,46.2279,1.2476,Marche,87431
180648,9353,46.2289,1.3513,Marche,87431
180660,9493,46.2977,1.0385,Marche,87431
180672,9494,46.2988,1.1423,Marche,87431
180684,9495,46.2999,1.2461,Marche,87431
180696,9496,46.3008,1.35,Marche,87431
180708,9639,46.3728,1.3487,Marche,87431
181224,7069,45.0802,1.7779,Plateau du Sud-Est Limousin,19433
181236,7070,45.0807,1.8795,Plateau du Sud-Est Limousin,19433
181248,7211,45.1516,1.6755,Plateau du Sud-Est Limousin,19433
181260,7212,45.1522,1.7772,Plateau du Sud-Est Limousin,19433
181272,7213,45.1526,1.8789,Plateau du Sud-Est Limousin,19433
181284,7214,45.153,1.9806,Plateau du Sud-Est Limousin,19433
181296,7354,45.2236,1.6746,Plateau du Sud-Est Limousin,19433
181308,7355,45.2241,1.7765,Plateau du Sud-Est Limousin,19433
181320,7356,45.2246,1.8783,Plateau du Sud-Est Limousin,19433
181332,7357,45.225,1.9801,Plateau du Sud-Est Limousin,19433
181344,7358,45.2252,2.082,Plateau du Sud-Est Limousin,19433
181356,7359,45.2254,2.1838,Plateau du Sud-Est Limousin,19433
181368,7499,45.2966,1.8777,Plateau du Sud-Est Limousin,19433
181380,7500,45.2969,1.9797,Plateau du Sud-Est Limousin,19433
181392,7501,45.2972,2.0816,Plateau du Sud-Est Limousin,19433
181404,7502,45.2974,2.1836,Plateau du Sud-Est Limousin,19433
181416,7503,45.2975,2.2856,Plateau du Sud-Est Limousin,19433
181428,7645,45.3694,2.1834,Plateau du Sud-Est Limousin,19433
181440,7646,45.3695,2.2855,Plateau du Sud-Est Limousin,19433
